Latitude (decimal degrees):	38.346
Longitude (decimal degrees):	-0.489
Elevation (m):	30
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230813:1410,647.95,675.91,149.66,14.31,54.01,28.62,5.24,0.0
20230813:1510,517.01,518.01,136.5,11.77,43.34,28.5,4.76,0.0
20230813:1610,346.65,331.33,114.57,8.64,31.83,28.15,4.41,0.0
20230813:1710,146.77,130.21,87.13,4.99,20.09,27.65,3.93,0.0
20230813:1810,23.31,0.19,42.81,1.52,8.44,27.15,3.72,0.0
20230813:1910,0.0,0.0,0.0,0.0,0.0,26.57,3.03,0.0
20230813:2010,0.0,0.0,0.0,0.0,0.0,26.28,1.86,0.0
20230813:2110,0.0,0.0,0.0,0.0,0.0,25.98,0.9,0.0
20230813:2210,0.0,0.0,0.0,0.0,0.0,25.44,0.69,0.0
20230813:2310,0.0,0.0,0.0,0.0,0.0,25.36,0.62,0.0
20230814:0010,0.0,0.0,0.0,0.0,0.0,25.23,0.69,0.0
20230814:0110,0.0,0.0,0.0,0.0,0.0,24.99,0.76,0.0
20230814:0210,0.0,0.0,0.0,0.0,0.0,24.65,0.83,0.0
20230814:0310,0.0,0.0,0.0,0.0,0.0,24.49,1.17,0.0
20230814:0410,0.0,0.0,0.0,0.0,0.0,24.22,1.38,0.0
20230814:0510,0.0,0.0,0.0,0.0,0.0,24.1,1.59,0.0
20230814:0610,24.59,9.52,42.04,1.97,9.56,24.38,1.66,0.0
20230814:0710,169.99,156.32,87.5,5.43,21.24,25.67,2.0,0.0
20230814:0810,335.3,262.69,168.64,8.21,32.98,27.01,2.55,0.0
20230814:0910,483.97,396.92,219.88,11.05,44.41,27.54,3.17,0.0
20230814:1010,633.93,647.97,176.78,14.21,54.89,28.15,2.83,0.0
20230814:1110,729.53,804.55,150.36,16.17,63.02,28.54,3.66,0.0
20230814:1210,754.98,825.58,158.25,16.58,66.07,28.87,4.55,0.0
20230814:1310,726.58,786.43,155.38,15.97,62.27,29.12,4.76,0.0
20230814:1410,640.98,671.12,154.1,14.25,53.75,29.48,4.48,0.0
20230814:1510,513.5,513.22,140.84,11.72,43.11,29.34,4.48,0.0
20230814:1610,338.27,319.26,120.6,8.48,31.62,29.13,3.24,0.0
20230814:1710,144.82,123.07,91.98,4.88,19.87,28.61,3.38,0.0
20230814:1810,24.06,0.0,44.53,0.94,8.22,28.09,3.86,0.0
20230814:1910,0.0,0.0,0.0,0.0,0.0,27.41,2.97,0.0
20230814:2010,0.0,0.0,0.0,0.0,0.0,26.9,2.07,0.0
20230814:2110,0.0,0.0,0.0,0.0,0.0,26.53,1.72,0.0
20230814:2210,0.0,0.0,0.0,0.0,0.0,26.35,1.17,0.0
20230814:2310,0.0,0.0,0.0,0.0,0.0,26.18,0.9,0.0
20230815:0010,0.0,0.0,0.0,0.0,0.0,26.06,1.17,0.0
20230815:0110,0.0,0.0,0.0,0.0,0.0,25.84,1.52,0.0
20230815:0210,0.0,0.0,0.0,0.0,0.0,25.51,1.59,0.0
20230815:0310,0.0,0.0,0.0,0.0,0.0,25.29,1.24,0.0
20230815:0410,0.0,0.0,0.0,0.0,0.0,25.15,1.38,0.0
20230815:0510,0.0,0.0,0.0,0.0,0.0,25.06,1.72,0.0
20230815:0610,30.13,5.29,50.74,1.63,9.41,25.26,1.72,0.0
20230815:0710,153.45,91.73,124.82,4.61,21.1,26.19,1.31,0.0
20230815:0810,324.56,246.36,176.25,8.01,32.83,27.37,1.17,0.0
20230815:0910,509.99,492.35,165.52,11.68,44.24,28.1,2.28,0.0
20230815:1010,636.44,671.6,161.89,14.31,54.69,28.85,2.62,0.0
20230815:1110,714.48,767.75,170.33,15.84,62.75,29.1,3.52,0.0
20230815:1210,741.93,798.27,172.02,16.31,65.76,29.38,4.34,0.0
20230815:1310,713.8,746.37,177.34,15.63,61.97,29.38,4.97,0.0
20230815:1410,629.35,620.09,183.77,13.85,53.49,29.32,5.31,0.0
20230815:1510,499.38,464.95,167.74,11.3,42.87,29.28,5.31,0.0
20230815:1610,323.99,271.71,147.37,8.03,31.4,29.15,4.41,0.0
20230815:1710,139.38,97.28,107.12,4.52,19.65,28.61,3.52,0.0
20230815:1810,21.58,0.0,41.11,0.87,7.99,27.87,3.1,0.0
20230815:1910,0.0,0.0,0.0,0.0,0.0,27.55,3.31,0.0
20230815:2010,0.0,0.0,0.0,0.0,0.0,27.26,3.03,0.0
20230815:2110,0.0,0.0,0.0,0.0,0.0,27.11,2.34,0.0
20230815:2210,0.0,0.0,0.0,0.0,0.0,26.77,1.93,0.0
20230815:2310,0.0,0.0,0.0,0.0,0.0,26.49,1.52,0.0
20230816:0010,0.0,0.0,0.0,0.0,0.0,26.61,1.93,0.0
20230816:0110,0.0,0.0,0.0,0.0,0.0,26.3,2.62,0.0
20230816:0210,0.0,0.0,0.0,0.0,0.0,26.02,2.83,0.0
20230816:0310,0.0,0.0,0.0,0.0,0.0,25.82,3.03,0.0
20230816:0410,0.0,0.0,0.0,0.0,0.0,25.46,3.1,0.0
20230816:0510,0.0,0.0,0.0,0.0,0.0,25.33,3.1,0.0
20230816:0610,26.75,0.94,47.47,1.05,9.26,25.37,2.9,0.0
20230816:0710,157.08,102.83,118.66,4.72,20.95,26.38,2.76,0.0
20230816:0810,323.85,236.49,181.1,7.88,32.68,27.73,2.76,0.0
20230816:0910,479.2,396.56,219.67,10.96,44.08,28.27,2.55,0.0
20230816:1010,632.73,660.52,170.44,14.21,54.49,29.4,2.62,0.0
20230816:1110,712.34,769.46,170.72,15.82,62.49,29.75,3.38,0.0
20230816:1210,735.14,784.84,181.73,16.2,65.44,30.03,4.14,0.0
20230816:1310,705.59,732.92,186.98,15.52,61.67,30.13,4.55,0.0
20230816:1410,623.51,621.44,183.14,13.82,53.23,30.32,4.62,0.0
20230816:1510,494.98,465.0,168.11,11.27,42.64,30.2,4.48,0.0
20230816:1610,322.73,271.37,147.7,7.99,31.17,29.78,4.28,0.0
20230816:1710,140.53,112.25,96.22,4.65,19.43,28.89,3.79,0.0
20230816:1810,22.17,0.0,41.96,0.89,7.76,28.14,2.97,0.0
20230816:1910,0.0,0.0,0.0,0.0,0.0,27.59,2.55,0.0
20230816:2010,0.0,0.0,0.0,0.0,0.0,27.34,2.21,0.0
20230816:2110,0.0,0.0,0.0,0.0,0.0,26.91,1.79,0.0
20230816:2210,0.0,0.0,0.0,0.0,0.0,26.83,1.66,0.0
20230816:2310,0.0,0.0,0.0,0.0,0.0,26.49,1.59,0.0
20230817:0010,0.0,0.0,0.0,0.0,0.0,26.23,1.17,0.0
20230817:0110,0.0,0.0,0.0,0.0,0.0,26.22,0.76,0.0
20230817:0210,0.0,0.0,0.0,0.0,0.0,26.1,0.55,0.0
20230817:0310,0.0,0.0,0.0,0.0,0.0,25.77,0.69,0.0
20230817:0410,0.0,0.0,0.0,0.0,0.0,25.22,1.24,0.0
20230817:0510,0.0,0.0,0.0,0.0,0.0,25.15,0.48,0.0
20230817:0610,26.24,7.83,44.87,1.74,9.11,24.95,0.69,0.0
20230817:0710,162.58,128.43,103.31,4.97,20.81,25.7,1.17,0.0
20230817:0810,359.28,343.11,121.54,8.72,32.53,26.77,1.66,0.0
20230817:0910,523.2,529.91,143.43,11.85,43.91,27.51,2.28,0.0
20230817:1010,642.76,691.89,151.35,14.36,54.28,28.67,2.48,0.0
20230817:1110,720.96,790.65,157.55,15.9,62.22,29.1,3.45,0.0
20230817:1210,749.71,822.34,159.19,16.38,65.12,29.41,4.34,0.0
20230817:1310,725.45,781.96,157.38,15.77,61.37,29.65,5.17,0.0
20230817:1410,643.68,666.25,155.06,14.03,52.96,29.77,5.86,0.0
20230817:1510,510.26,499.76,145.74,11.43,42.39,29.66,5.93,0.0
20230817:1610,334.61,307.75,124.34,8.21,30.94,29.33,5.1,0.0
20230817:1710,141.02,125.96,85.36,4.74,19.2,28.87,4.07,0.0
20230817:1810,20.91,0.0,40.25,0.85,7.53,28.35,3.38,0.0
20230817:1910,0.0,0.0,0.0,0.0,0.0,28.05,2.48,0.0
20230817:2010,0.0,0.0,0.0,0.0,0.0,27.67,1.93,0.0
20230817:2110,0.0,0.0,0.0,0.0,0.0,27.25,1.59,0.0
20230817:2210,0.0,0.0,0.0,0.0,0.0,27.12,1.17,0.0
20230817:2310,0.0,0.0,0.0,0.0,0.0,26.86,1.1,0.0
20230818:0010,0.0,0.0,0.0,0.0,0.0,26.5,1.17,0.0
20230818:0110,0.0,0.0,0.0,0.0,0.0,26.03,1.17,0.0
20230818:0210,0.0,0.0,0.0,0.0,0.0,25.61,0.9,0.0
20230818:0310,0.0,0.0,0.0,0.0,0.0,25.11,0.83,0.0
20230818:0410,0.0,0.0,0.0,0.0,0.0,24.89,0.83,0.0
20230818:0510,0.0,0.0,0.0,0.0,0.0,24.75,1.1,0.0
20230818:0610,23.55,9.35,40.78,1.77,8.96,24.75,0.9,0.0
20230818:0710,166.87,152.15,88.81,5.19,20.66,25.72,0.14,0.0
20230818:0810,325.8,242.39,179.15,7.88,32.38,26.95,1.66,0.0
20230818:0910,458.24,335.39,249.57,10.4,43.74,28.07,3.24,0.0
20230818:1010,628.98,638.17,185.42,14.0,54.07,29.37,2.83,0.0
20230818:1110,727.82,807.68,151.72,16.02,61.95,29.95,3.72,0.0
20230818:1210,759.52,850.34,148.11,16.6,64.8,30.31,4.55,0.0
20230818:1310,729.42,797.82,151.55,15.88,61.06,30.5,5.17,0.0
20230818:1410,645.96,679.54,150.37,14.12,52.69,30.56,5.52,0.0
20230818:1510,513.04,518.46,137.18,11.56,42.14,30.66,5.03,0.0
20230818:1610,331.0,302.92,128.52,8.16,30.7,30.5,4.28,0.0
20230818:1710,135.89,104.16,98.58,4.45,18.96,29.75,3.17,0.0
20230818:1810,20.22,0.0,39.39,0.83,7.29,28.93,2.07,0.0
20230818:1910,0.0,0.0,0.0,0.0,0.0,28.49,0.9,0.0
20230818:2010,0.0,0.0,0.0,0.0,0.0,28.19,0.0,0.0
20230818:2110,0.0,0.0,0.0,0.0,0.0,27.9,0.55,0.0
20230818:2210,0.0,0.0,0.0,0.0,0.0,27.42,1.59,0.0
20230818:2310,0.0,0.0,0.0,0.0,0.0,27.19,1.59,0.0
20230819:0010,0.0,0.0,0.0,0.0,0.0,26.77,0.83,0.0
20230819:0110,0.0,0.0,0.0,0.0,0.0,26.42,0.14,0.0
20230819:0210,0.0,0.0,0.0,0.0,0.0,26.12,0.21,0.0
20230819:0310,0.0,0.0,0.0,0.0,0.0,25.73,0.21,0.0
20230819:0410,0.0,0.0,0.0,0.0,0.0,25.38,0.21,0.0
20230819:0510,0.0,0.0,0.0,0.0,0.0,25.37,0.62,0.0
20230819:0610,28.71,3.17,49.52,1.3,8.81,25.29,0.76,0.0
20230819:0710,142.95,71.2,130.26,4.16,20.52,26.43,0.9,0.0
20230819:0810,350.77,329.15,128.96,8.5,32.23,27.8,1.1,0.0
20230819:0910,516.18,527.85,144.12,11.72,43.57,28.7,1.79,0.0
20230819:1010,639.92,689.04,153.07,14.23,53.86,30.32,2.9,0.0
20230819:1110,719.82,787.87,159.27,15.77,61.68,30.58,4.07,0.0
20230819:1210,735.9,779.13,182.72,15.97,64.48,30.54,4.97,0.0
20230819:1310,705.23,726.9,186.92,15.26,60.74,30.54,5.45,0.0
20230819:1410,615.0,590.45,198.15,13.42,52.41,30.31,5.38,0.0
20230819:1510,464.34,383.98,208.21,10.47,41.89,30.05,4.83,0.0
20230819:1610,321.7,279.96,138.21,7.87,30.46,29.61,4.0,0.0
20230819:1710,138.0,121.88,85.86,4.59,18.73,29.09,3.45,0.0
20230819:1810,18.44,0.0,36.82,0.78,7.05,28.56,2.83,0.0
20230819:1910,0.0,0.0,0.0,0.0,0.0,28.23,2.07,0.0
20230819:2010,0.0,0.0,0.0,0.0,0.0,27.83,1.45,0.0
20230819:2110,0.0,0.0,0.0,0.0,0.0,27.38,1.38,0.0
20230819:2210,0.0,0.0,0.0,0.0,0.0,26.93,1.52,0.0
20230819:2310,0.0,0.0,0.0,0.0,0.0,26.6,1.66,0.0
20230820:0010,0.0,0.0,0.0,0.0,0.0,26.39,1.59,0.0
20230820:0110,0.0,0.0,0.0,0.0,0.0,26.28,1.52,0.0
20230820:0210,0.0,0.0,0.0,0.0,0.0,26.07,1.45,0.0
20230820:0310,0.0,0.0,0.0,0.0,0.0,25.81,1.31,0.0
20230820:0410,0.0,0.0,0.0,0.0,0.0,25.63,1.17,0.0
20230820:0510,0.0,0.0,0.0,0.0,0.0,25.53,0.97,0.0
20230820:0610,26.3,2.42,46.61,1.16,8.66,25.84,0.83,0.0
20230820:0710,137.99,62.95,131.27,3.98,20.37,26.42,1.03,0.0
20230820:0810,353.61,336.19,123.51,8.48,32.08,27.55,1.45,0.0
20230820:0910,514.23,522.15,144.37,11.57,43.4,28.44,2.0,0.0
20230820:1010,635.42,682.25,153.3,14.07,53.65,29.11,2.41,0.0
20230820:1110,719.27,790.88,154.28,15.68,61.4,29.49,3.66,0.0
20230820:1210,746.77,821.48,155.89,16.15,64.15,29.86,4.55,0.0
20230820:1310,715.4,770.0,159.29,15.44,60.42,29.99,4.9,0.0
20230820:1410,634.53,662.56,152.89,13.78,52.12,30.04,4.97,0.0
20230820:1510,500.52,495.44,142.62,11.16,41.63,29.89,4.69,0.0
20230820:1610,325.26,296.97,125.17,7.9,30.22,29.67,4.48,0.0
20230820:1710,133.89,111.31,89.85,4.39,18.48,29.21,3.72,0.0
20230820:1810,18.45,0.0,36.82,0.78,6.8,28.56,3.72,0.0
20230820:1910,0.0,0.0,0.0,0.0,0.0,27.82,3.17,0.0
20230820:2010,0.0,0.0,0.0,0.0,0.0,27.6,2.0,0.0
20230820:2110,0.0,0.0,0.0,0.0,0.0,27.23,1.24,0.0
20230820:2210,0.0,0.0,0.0,0.0,0.0,26.8,0.34,0.0
20230820:2310,0.0,0.0,0.0,0.0,0.0,26.71,0.28,0.0
20230821:0010,0.0,0.0,0.0,0.0,0.0,26.62,0.62,0.0
20230821:0110,0.0,0.0,0.0,0.0,0.0,26.57,0.69,0.0
20230821:0210,0.0,0.0,0.0,0.0,0.0,26.35,0.62,0.0
20230821:0310,0.0,0.0,0.0,0.0,0.0,26.06,0.62,0.0
20230821:0410,0.0,0.0,0.0,0.0,0.0,25.92,0.69,0.0
20230821:0510,0.0,0.0,0.0,0.0,0.0,25.54,0.97,0.0
20230821:0610,23.56,8.7,41.1,1.61,8.5,25.59,1.1,0.0
20230821:0710,165.42,142.95,94.45,4.97,20.22,26.5,1.1,0.0
20230821:0810,356.19,334.51,128.84,8.5,31.93,27.91,1.59,0.0
20230821:0910,524.04,535.26,143.99,11.74,43.22,28.81,2.28,0.0
20230821:1010,643.97,698.12,152.91,14.27,53.43,29.51,2.34,0.0
20230821:1110,727.14,808.19,152.78,15.88,61.12,29.91,3.52,0.0
20230821:1210,751.33,827.85,160.69,16.28,63.82,30.19,4.34,0.0
20230821:1310,722.34,786.07,157.8,15.63,60.1,30.22,4.55,0.0
20230821:1410,640.03,677.14,151.42,13.94,51.84,30.36,4.41,0.0
20230821:1510,503.12,498.87,146.17,11.23,41.37,30.27,4.21,0.0
20230821:1610,326.69,298.79,127.53,7.94,29.97,30.07,3.72,0.0
20230821:1710,134.89,120.07,84.51,4.47,18.24,29.58,3.1,0.0
20230821:1810,17.2,0.0,35.11,0.74,6.55,28.95,2.28,0.0
20230821:1910,0.0,0.0,0.0,0.0,0.0,28.44,1.31,0.0
20230821:2010,0.0,0.0,0.0,0.0,0.0,28.13,0.83,0.0
20230821:2110,0.0,0.0,0.0,0.0,0.0,27.78,0.97,0.0
20230821:2210,0.0,0.0,0.0,0.0,0.0,27.44,1.17,0.0
20230821:2310,0.0,0.0,0.0,0.0,0.0,27.22,0.97,0.0
20230822:0010,0.0,0.0,0.0,0.0,0.0,27.04,0.9,0.0
20230822:0110,0.0,0.0,0.0,0.0,0.0,26.89,0.76,0.0
20230822:0210,0.0,0.0,0.0,0.0,0.0,27.04,0.9,0.0
20230822:0310,0.0,0.0,0.0,0.0,0.0,26.5,1.38,0.0
20230822:0410,0.0,0.0,0.0,0.0,0.0,26.04,1.52,0.0
20230822:0510,0.0,0.0,0.0,0.0,0.0,25.9,1.72,0.0
20230822:0610,22.25,9.78,39.08,1.63,8.35,26.14,1.59,0.0
20230822:0710,168.79,156.19,87.37,5.08,20.07,27.32,1.38,0.0
20230822:0810,358.46,347.63,121.49,8.55,31.77,28.99,1.52,0.0
20230822:0910,523.43,543.26,140.36,11.76,43.05,30.1,2.21,0.0
20230822:1010,649.53,708.72,148.13,14.31,53.21,30.63,2.97,0.0
20230822:1110,732.65,820.15,147.91,15.93,60.84,30.82,4.0,0.0
20230822:1210,759.99,850.86,149.48,16.4,63.48,30.89,4.76,0.0
20230822:1310,718.5,775.92,163.38,15.5,59.77,31.0,4.9,0.0
20230822:1410,622.08,620.53,183.43,13.51,51.54,31.01,4.9,0.0
20230822:1510,505.77,506.54,141.54,11.23,41.1,30.86,4.76,0.0
20230822:1610,329.12,309.38,120.18,7.96,29.71,30.62,4.34,0.0
20230822:1710,133.96,121.12,82.91,4.43,17.99,30.14,3.79,0.0
20230822:1810,15.96,0.0,33.4,0.71,6.29,29.54,3.38,0.0
20230822:1910,0.0,0.0,0.0,0.0,0.0,29.0,3.1,0.0
20230822:2010,0.0,0.0,0.0,0.0,0.0,28.83,2.97,0.0
20230822:2110,0.0,0.0,0.0,0.0,0.0,28.52,2.76,0.0
20230822:2210,0.0,0.0,0.0,0.0,0.0,27.71,2.14,0.0
20230822:2310,0.0,0.0,0.0,0.0,0.0,27.45,1.59,0.0
20230823:0010,0.0,0.0,0.0,0.0,0.0,27.15,1.59,0.0
20230823:0110,0.0,0.0,0.0,0.0,0.0,26.83,1.52,0.0
20230823:0210,0.0,0.0,0.0,0.0,0.0,26.47,1.66,0.0
20230823:0310,0.0,0.0,0.0,0.0,0.0,26.1,1.79,0.0
20230823:0410,0.0,0.0,0.0,0.0,0.0,25.93,2.0,0.0
20230823:0510,0.0,0.0,0.0,0.0,0.0,25.74,2.28,0.0
20230823:0610,21.77,10.45,38.15,1.63,8.2,25.88,2.55,0.0
20230823:0710,171.49,160.45,85.87,5.1,19.93,27.34,2.55,0.0
20230823:0810,366.37,356.98,121.06,8.66,31.62,29.72,2.34,0.0
20230823:0910,537.18,564.06,135.91,11.97,42.87,30.94,2.97,0.0
20230823:1010,664.52,733.6,141.41,14.54,52.99,31.13,3.52,0.0
20230823:1110,744.3,836.65,146.36,16.11,60.55,31.11,4.34,0.0
20230823:1210,762.05,844.12,159.55,16.4,63.14,31.13,4.9,0.0
20230823:1310,735.75,813.15,151.43,15.84,59.44,31.21,4.97,0.0
20230823:1410,647.84,690.48,150.3,14.03,51.24,31.29,4.83,0.0
20230823:1510,511.39,517.45,140.08,11.34,40.83,31.24,4.62,0.0
20230823:1610,338.03,330.86,111.97,8.16,29.46,31.02,4.0,0.0
20230823:1710,135.54,128.56,79.42,4.5,17.73,30.48,3.17,0.0
20230823:1810,14.76,0.0,31.69,0.67,6.03,29.83,2.34,0.0
20230823:1910,0.0,0.0,0.0,0.0,0.0,29.42,1.66,0.0
20230823:2010,0.0,0.0,0.0,0.0,0.0,29.19,1.24,0.0
20230823:2110,0.0,0.0,0.0,0.0,0.0,28.43,1.17,0.0
20230823:2210,0.0,0.0,0.0,0.0,0.0,28.08,0.9,0.0
20230823:2310,0.0,0.0,0.0,0.0,0.0,27.69,0.34,0.0
20230824:0010,0.0,0.0,0.0,0.0,0.0,27.5,0.21,0.0
20230824:0110,0.0,0.0,0.0,0.0,0.0,26.62,0.48,0.0
20230824:0210,0.0,0.0,0.0,0.0,0.0,25.99,0.97,0.0
20230824:0310,0.0,0.0,0.0,0.0,0.0,25.66,1.24,0.0
20230824:0410,0.0,0.0,0.0,0.0,0.0,25.51,1.31,0.0
20230824:0510,0.0,0.0,0.0,0.0,0.0,25.43,1.52,0.0
20230824:0610,21.35,10.65,37.5,1.59,8.04,25.67,1.52,0.0
20230824:0710,173.19,163.95,85.3,5.12,19.78,27.1,1.52,0.0
20230824:0810,367.43,368.46,116.63,8.73,31.46,29.23,0.83,0.0
20230824:0910,531.49,567.02,135.3,11.95,42.69,30.49,1.59,0.0
20230824:1010,654.44,736.83,141.84,14.54,52.77,31.35,2.14,0.0
20230824:1110,740.52,839.99,146.77,16.11,60.26,31.4,3.72,0.0
20230824:1210,763.64,847.38,159.99,16.4,62.8,31.35,4.9,0.0
20230824:1310,739.49,815.26,151.84,15.82,59.1,31.26,5.31,0.0
20230824:1410,651.11,692.36,149.65,14.0,50.94,31.09,5.17,0.0
20230824:1510,516.55,525.33,137.5,11.38,40.56,30.95,4.76,0.0
20230824:1610,332.84,317.27,118.09,7.98,29.2,30.66,4.0,0.0
20230824:1710,133.97,128.14,77.84,4.43,17.48,30.12,3.03,0.0
20230824:1810,14.21,0.0,30.83,0.65,5.77,29.41,2.0,0.0
20230824:1910,0.0,0.0,0.0,0.0,0.0,28.78,1.03,0.0
20230824:2010,0.0,0.0,0.0,0.0,0.0,28.38,1.17,0.0
20230824:2110,0.0,0.0,0.0,0.0,0.0,28.19,1.86,0.0
20230824:2210,0.0,0.0,0.0,0.0,0.0,27.83,1.93,0.0
20230824:2310,0.0,0.0,0.0,0.0,0.0,27.65,2.14,0.0
20230825:0010,0.0,0.0,0.0,0.0,0.0,27.22,1.86,0.0
20230825:0110,0.0,0.0,0.0,0.0,0.0,26.48,1.24,0.0
20230825:0210,0.0,0.0,0.0,0.0,0.0,25.8,0.69,0.0
20230825:0310,0.0,0.0,0.0,0.0,0.0,25.24,0.62,0.0
20230825:0410,0.0,0.0,0.0,0.0,0.0,24.77,1.24,0.0
20230825:0510,0.0,0.0,0.0,0.0,0.0,24.44,2.07,0.0
20230825:0610,22.52,8.96,39.38,1.46,7.89,24.69,2.41,0.0
20230825:0710,170.42,153.72,88.43,4.92,19.62,25.82,2.9,0.0
20230825:0810,368.92,350.88,121.73,8.46,31.3,27.47,3.38,0.0
20230825:0910,532.57,531.52,149.69,11.56,42.51,28.8,3.72,0.0
20230825:1010,653.43,695.02,157.6,14.07,52.54,30.28,3.79,0.0
20230825:1110,720.45,765.39,180.55,15.43,59.97,31.22,4.69,0.0
20230825:1210,740.11,778.02,192.68,15.79,62.45,31.76,5.45,0.0
20230825:1310,712.63,737.33,188.58,15.14,58.77,32.0,6.28,0.0
20230825:1410,628.5,622.01,183.71,13.38,50.64,31.74,6.76,0.0
20230825:1510,491.04,452.73,171.45,10.71,40.28,31.19,6.69,0.0
20230825:1610,315.96,268.93,141.14,7.49,28.93,30.15,5.52,0.0
20230825:1710,126.12,97.01,92.87,4.0,17.21,29.06,4.28,0.0
20230825:1810,13.12,0.0,29.12,0.61,5.51,28.58,2.97,0.0
20230825:1910,0.0,0.0,0.0,0.0,0.0,28.26,1.66,0.0
20230825:2010,0.0,0.0,0.0,0.0,0.0,28.14,1.17,0.0
20230825:2110,0.0,0.0,0.0,0.0,0.0,27.86,1.03,0.0
20230825:2210,0.0,0.0,0.0,0.0,0.0,27.45,0.69,0.0
20230825:2310,0.0,0.0,0.0,0.0,0.0,27.2,0.69,0.0
20230826:0010,0.0,0.0,0.0,0.0,0.0,27.0,0.62,0.0
20230826:0110,0.0,0.0,0.0,0.0,0.0,27.03,0.62,0.0
20230826:0210,0.0,0.0,0.0,0.0,0.0,26.41,0.97,0.0
20230826:0310,0.0,0.0,0.0,0.0,0.0,25.92,1.17,0.0
20230826:0410,0.0,0.0,0.0,0.0,0.0,25.69,1.45,0.0
20230826:0510,0.0,0.0,0.0,0.0,0.0,25.57,1.59,0.0
20230826:0610,22.06,2.27,40.84,0.98,7.74,25.66,1.38,0.0
20230826:0710,142.12,77.75,122.83,4.0,19.47,26.34,1.03,0.0
20230826:0810,283.08,164.5,204.02,6.75,31.14,27.74,1.45,0.0
20230826:0910,403.23,242.99,276.99,9.17,42.33,28.94,2.34,0.0
20230826:1010,616.2,605.35,201.56,13.33,52.31,29.6,2.83,0.0
20230826:1110,676.05,653.29,235.58,14.54,59.67,30.31,3.66,0.0
20230826:1210,715.05,717.12,218.35,15.21,62.11,30.87,4.9,0.0
20230826:1310,672.09,628.65,240.06,14.25,58.42,31.14,5.93,0.0
20230826:1410,598.86,560.96,209.68,12.8,50.33,31.51,5.66,0.0
20230826:1510,27.04,0.0,49.09,0.98,39.99,30.6,5.17,0.0
20230826:1610,41.37,0.0,68.18,1.36,28.66,30.4,2.48,0.0
20230826:1710,33.12,0.0,57.27,1.14,16.95,29.75,0.21,0.0
20230826:1810,7.54,0.0,20.55,0.43,5.24,29.65,3.59,0.0
20230826:1910,0.0,0.0,0.0,0.0,0.0,29.21,3.17,0.0
20230826:2010,0.0,0.0,0.0,0.0,0.0,28.43,3.72,0.0
20230826:2110,0.0,0.0,0.0,0.0,0.0,28.11,2.97,0.0
20230826:2210,0.0,0.0,0.0,0.0,0.0,28.22,4.48,0.0
20230826:2310,0.0,0.0,0.0,0.0,0.0,27.89,1.59,0.0
20230827:0010,0.0,0.0,0.0,0.0,0.0,27.56,2.48,0.0
20230827:0110,0.0,0.0,0.0,0.0,0.0,27.56,2.97,0.0
20230827:0210,0.0,0.0,0.0,0.0,0.0,27.02,2.21,0.0
20230827:0310,0.0,0.0,0.0,0.0,0.0,27.0,3.79,0.0
20230827:0410,0.0,0.0,0.0,0.0,0.0,26.96,4.14,0.0
20230827:0510,0.0,0.0,0.0,0.0,0.0,27.02,3.1,0.0
20230827:0610,7.88,0.0,20.91,0.42,7.58,26.78,3.24,0.0
20230827:0710,71.86,3.53,101.94,2.1,19.32,26.88,6.48,0.0
20230827:0810,321.25,217.84,187.3,7.29,30.98,26.23,6.28,0.0
20230827:0910,498.08,399.96,218.5,10.53,42.14,25.21,5.45,0.0
20230827:1010,658.9,699.09,154.16,13.96,52.08,28.63,3.72,0.0
20230827:1110,725.59,758.19,182.29,15.23,59.37,29.0,4.83,0.0
20230827:1210,403.75,116.05,403.69,9.62,61.75,29.2,3.45,0.0
20230827:1310,513.9,295.99,376.61,11.65,58.08,28.1,1.66,0.0
20230827:1410,445.75,239.75,340.26,10.2,50.01,28.6,1.66,0.0
20230827:1510,79.27,0.0,115.45,2.3,39.71,28.73,2.83,0.0
20230827:1610,174.71,38.08,194.86,4.5,28.39,28.68,2.83,0.0
20230827:1710,87.12,19.78,108.65,2.59,16.68,28.17,2.69,0.0
20230827:1810,11.52,0.0,26.55,0.56,4.96,26.97,2.83,0.0
20230827:1910,0.0,0.0,0.0,0.0,0.0,25.76,2.76,0.0
20230827:2010,0.0,0.0,0.0,0.0,0.0,24.99,2.07,0.0
20230827:2110,0.0,0.0,0.0,0.0,0.0,24.34,1.72,0.0
20230827:2210,0.0,0.0,0.0,0.0,0.0,23.51,2.0,0.0
20230827:2310,0.0,0.0,0.0,0.0,0.0,23.63,2.14,0.0
20230828:0010,0.0,0.0,0.0,0.0,0.0,23.42,2.41,0.0
20230828:0110,0.0,0.0,0.0,0.0,0.0,22.62,2.62,0.0
20230828:0210,0.0,0.0,0.0,0.0,0.0,22.41,2.69,0.0
20230828:0310,0.0,0.0,0.0,0.0,0.0,22.35,2.69,0.0
20230828:0410,0.0,0.0,0.0,0.0,0.0,22.18,2.76,0.0
20230828:0510,0.0,0.0,0.0,0.0,0.0,21.95,2.69,0.0
20230828:0610,18.84,13.36,32.6,1.52,7.43,21.93,2.76,0.0
20230828:0710,183.17,175.26,81.22,5.08,19.17,23.09,3.1,0.0
